,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,title_artist_id,isrc_track_id,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
720,Bandido,Bandido,Myke Towers,12/10/2020,QMFME2047291,717,57.2,"700,122,551","99,936","23,605,544",68.0,"1,036,334,853","4,939,844","153,600","29,274,105","363,627,962","139,459,495",81.0,"32,445",27,23.0,"1,510,919",44.0,"65,588,409","12,642",,"2,128,888",,0,1xK1Gg9SxG8fy2Ya373oqb,,1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,audio_features,1xK1Gg9SxG8fy2Ya373oqb,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb,232853.0,4.0
721,Karma,Karma,JoJo Siwa,4/5/2024,USSM12401851,716,57.2,"17,310,258","1,840","5,419,557",,"43,892,777","368,031","199,600","134,373,320","1,314,113,353","24,645,355",20.0,744,12,8.0,"238,742",18.0,"197,930","8,389","277,552","77,101",,0,2uqxsofWmgRT0ekghgy3ln,,2uqxsofWmgRT0ekghgy3ln,0.682,0.703,7.0,-4.722,0.0,0.0508,0.0716,0.0,0.0746,0.342,117.823,audio_features,2uqxsofWmgRT0ekghgy3ln,spotify:track:2uqxsofWmgRT0ekghgy3ln,https://api.spotify.com/v1/tracks/2uqxsofWmgRT0ekghgy3ln,https://api.spotify.com/v1/audio-analysis/2uqxsofWmgRT0ekghgy3ln,187711.0,4.0
722,El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,1/27/2023,FR10S2386363,720,57.1,"545,234,876","38,598","20,258,181",76.0,"178,469,204","907,782","1,400,000","127,515,608","1,417,345,345","557,624,727",15.0,50,12,3.0,"194,738",5.0,"32,580,707","6,191",,"1,226,973",,1,4zbewOgFrS87dybltwUwZ3,,4zbewOgFrS87dybltwUwZ3,0.734,0.807,3.0,-5.408,1.0,0.0501,0.174,0.0,0.0452,0.96,140.543,audio_features,4zbewOgFrS87dybltwUwZ3,spotify:track:4zbewOgFrS87dybltwUwZ3,https://api.spotify.com/v1/tracks/4zbewOgFrS87dybltwUwZ3,https://api.spotify.com/v1/audio-analysis/4zbewOgFrS87dybltwUwZ3,112087.0,3.0
723,Ya No Tengo Tu Love,Origami,Sie7e,12/6/2023,QZHN22300206,718,57.1,"4,561,175","1,911","300,718",,"5,599,363","109,997","1,700,000","1,172,078","16,150,470","37,151,035",2.0,"3,160",,1.0,64,,"6,321",42,,"46,729",,0,1koXGzfqMnrnb4M8FxOpWg,,1koXGzfqMnrnb4M8FxOpWg,0.672,0.651,7.0,-6.955,1.0,0.0712,0.0874,0.00402,0.126,0.362,100.033,audio_features,1koXGzfqMnrnb4M8FxOpWg,spotify:track:1koXGzfqMnrnb4M8FxOpWg,https://api.spotify.com/v1/tracks/1koXGzfqMnrnb4M8FxOpWg,https://api.spotify.com/v1/audio-analysis/1koXGzfqMnrnb4M8FxOpWg,237600.0,4.0
724,52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,10/2/2020,INV772001001,719,57.1,"48,929,060","4,295","619,647",52.0,"1,736,697,874","8,477,892","825,678","10,675,705","163,717,881","28,730,147",1.0,5,,,,,,,,"148,140",,0,60Yqyrbna0z4hrvvJpHpFH,,60Yqyrbna0z4hrvvJpHpFH,0.853,0.731,4.0,-5.239,0.0,0.0562,0.0914,2.09e-05,0.2,0.902,110.056,audio_features,60Yqyrbna0z4hrvvJpHpFH,spotify:track:60Yqyrbna0z4hrvvJpHpFH,https://api.spotify.com/v1/tracks/60Yqyrbna0z4hrvvJpHpFH,https://api.spotify.com/v1/audio-analysis/60Yqyrbna0z4hrvvJpHpFH,163082.0,4.0
725,FTCU,Pink Friday 2,Nicki Minaj,12/8/2023,USUM72318679,722,57.0,"167,977,668","24,101","35,583,769",,"38,901,823","551,972","53,900","2,203,530","13,158,593","187,979,506",29.0,"50,200",740,17.0,"307,357",16.0,"8,607,928","7,135",,"819,021",,1,1a73gcEg6h6Re6hHXoVltJ,,1a73gcEg6h6Re6hHXoVltJ,0.93,0.435,11.0,-6.694,1.0,0.202,0.0173,0.000287,0.117,0.227,144.978,audio_features,1a73gcEg6h6Re6hHXoVltJ,spotify:track:1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/tracks/1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/audio-analysis/1a73gcEg6h6Re6hHXoVltJ,172138.0,4.0
726,Go Crazy,Slime & B,Young Thug,5/5/2020,USRC12001468,721,57.0,"699,336,080","126,934","20,887,762",68.0,"363,333,168","3,159,553","19,574","3,018,147","42,692,526","217,788,137",177.0,"578,728",13,32.0,"935,466",22.0,"242,208,093","80,706","2,515,804","5,747,453",,1,1IIKrJVP1C9N7iPtG6eOsK,,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,audio_features,1IIKrJVP1C9N7iPtG6eOsK,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,https://api.spotify.com/v1/tracks/1IIKrJVP1C9N7iPtG6eOsK,https://api.spotify.com/v1/audio-analysis/1IIKrJVP1C9N7iPtG6eOsK,176960.0,4.0
727,La Jumpa,La Jumpa,Arcï¿½ï¿½,11/30/2022,QMDA72252608,726,56.9,"716,829,483","99,063","53,041,655",68.0,"131,057,530","1,300,009","46,605","37,630,552","348,775,704","1,184,569",59.0,"43,702",11,20.0,"879,528",77.0,"12,867,947","4,374",,"1,521,416",,1,2mnXxnrX5vCGolNkaFvVeM,,2mnXxnrX5vCGolNkaFvVeM,0.713,0.703,8.0,-5.769,1.0,0.194,0.298,0.0,0.321,0.576,123.06,audio_features,2mnXxnrX5vCGolNkaFvVeM,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,255693.0,4.0
728,I Don't Care,I Don't Care - Single,Boy Spyce,2/23/2024,NGA3B2318016,723,56.9,"3,475,009",328,"717,595",,"3,869,518","43,717","998,000","4,504","50,840","15,657,422",7.0,244,,1.0,"44,081",,"95,539",18,,"286,125",,0,5vNL6mCfgM4SzLB7xy4KXa,,5vNL6mCfgM4SzLB7xy4KXa,0.619,0.692,10.0,-5.959,1.0,0.0954,0.487,0.00377,0.268,0.813,123.244,audio_features,5vNL6mCfgM4SzLB7xy4KXa,spotify:track:5vNL6mCfgM4SzLB7xy4KXa,https://api.spotify.com/v1/tracks/5vNL6mCfgM4SzLB7xy4KXa,https://api.spotify.com/v1/audio-analysis/5vNL6mCfgM4SzLB7xy4KXa,166750.0,5.0
729,Roar,2013 The Hottest,Katy Perry,1/1/2013,USUM71308669,725,56.9,"1,156,191,242","146,653","68,107,488",73.0,"4,386,626,671","19,822,950","508,860","37,113,271","385,015,724","1,885,297,710",237.0,"248,383",284,134.0,"832,419",83.0,,,,"1,261",,0,27tNWlhdAryQY04Gb2ZhUI,,27tNWlhdAryQY04Gb2ZhUI,0.671,0.771,7.0,-4.821,0.0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,audio_features,27tNWlhdAryQY04Gb2ZhUI,spotify:track:27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/tracks/27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/audio-analysis/27tNWlhdAryQY04Gb2ZhUI,223546.0,4.0
730,No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,6/8/2019,USRC11901583,724,56.9,"1,030,515,485","157,003","35,028,641",70.0,"809,218,963","5,861,900","794,152","55,950,941","451,934,036","355,440,823",185.0,215,7,38.0,"513,679",55.0,"403,683,186","181,600","3,524,264","8,062,187",,1,6XHVuErjQ4XNm6nDPVCxVX,,6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,audio_features,6XHVuErjQ4XNm6nDPVCxVX,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640.0,4.0
731,34+35,Positions,Ariana Grande,10/30/2020,USUM72020423,727,56.8,"978,617,707","97,191","40,917,688",70.0,"722,372,895","11,582,120","254,060","60,197,709","359,903,081","472,873,487",109.0,"329,936",514,29.0,"259,515",20.0,"69,822,231","54,449",,"1,769,544",,1,6Im9k8u9iIzKMrmV7BWtlF,,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,audio_features,6Im9k8u9iIzKMrmV7BWtlF,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,173711.0,4.0
732,Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,QMFME2102684,728,56.8,"675,763,141","43,682","27,994,315",68.0,"881,072,427","29,073,682","1,450,747","511,168,140","3,653,167,411","849,311,055",120.0,"44,988",82,14.0,"202,608",57.0,"3,883,730","8,899",,"1,730,648",,0,3XYRV7ZSHqIRDG87DKTtry,,3XYRV7ZSHqIRDG87DKTtry,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0
733,changes,changes,XXXTENTACION,3/2/2018,USUG11800211,729,56.8,"1,366,479,990","171,651","36,731,138",70.0,"1,002,422,657","14,134,657","1,951,109","167,016,763","1,763,949,180","45,887,113",31.0,112,,21.0,"344,528",11.0,"138,516,743","187,030","50,737,522","4,184,844",,0,7AFASza1mXqntmGtbxXprO,,7AFASza1mXqntmGtbxXprO,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.0,0.0984,0.52,64.934,audio_features,7AFASza1mXqntmGtbxXprO,spotify:track:7AFASza1mXqntmGtbxXprO,https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO,https://api.spotify.com/v1/audio-analysis/7AFASza1mXqntmGtbxXprO,121887.0,4.0
734,Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2/7/2024,QZZ4J2400019,730,56.7,"167,431,139","10,335","116,287,670",90.0,"28,987,197","443,524",,"16,577,348","235,871,001","148,521,798",26.0,"14,654",416,26.0,"8,022,044",52.0,"579,514","5,469","2,893,625","932,674",,1,3lMzT16MjAKKXF7pSZn13B,,3lMzT16MjAKKXF7pSZn13B,0.866,0.741,7.0,-4.66,1.0,0.245,0.0933,0.0,0.0297,0.614,135.07,audio_features,3lMzT16MjAKKXF7pSZn13B,spotify:track:3lMzT16MjAKKXF7pSZn13B,https://api.spotify.com/v1/tracks/3lMzT16MjAKKXF7pSZn13B,https://api.spotify.com/v1/audio-analysis/3lMzT16MjAKKXF7pSZn13B,124444.0,4.0
735,SPIDER,SPIDER,GIMS,5/10/2024,FR8FB2407800,731,56.6,"26,972,053","3,364","11,637,634",76.0,"18,860,058","231,781",,,,"2,606,582",22.0,"2,427",,29.0,"18,421,648",11.0,,,,"396,272",,0,2fFTn0f94EopgZyfSGQuyK,,2fFTn0f94EopgZyfSGQuyK,0.823,0.691,9.0,-7.322,0.0,0.197,0.0774,1.73e-06,0.1,0.707,119.96,audio_features,2fFTn0f94EopgZyfSGQuyK,spotify:track:2fFTn0f94EopgZyfSGQuyK,https://api.spotify.com/v1/tracks/2fFTn0f94EopgZyfSGQuyK,https://api.spotify.com/v1/audio-analysis/2fFTn0f94EopgZyfSGQuyK,188818.0,4.0
736,Sunday Best,Where the Light Is,Surfaces,8/28/2018,TCAEA1802695,733,56.6,"952,626,904","151,446","27,674,084",16.0,"195,696,821","2,597,296","9,436,402","364,342,730","2,800,998,751","83,356,911",217.0,"113,898",381,62.0,"163,426",17.0,"125,033,350","197,341",,"3,892,098",,0,1qYKWcEOrh2tM8PlgIm8K1,,1qYKWcEOrh2tM8PlgIm8K1,0.869,0.555,5.0,-5.984,1.0,0.0454,0.137,0.0,0.0746,0.738,112.003,audio_features,1qYKWcEOrh2tM8PlgIm8K1,spotify:track:1qYKWcEOrh2tM8PlgIm8K1,https://api.spotify.com/v1/tracks/1qYKWcEOrh2tM8PlgIm8K1,https://api.spotify.com/v1/audio-analysis/1qYKWcEOrh2tM8PlgIm8K1,158948.0,4.0
737,Guli Mata,Guli Mata,Saad Lamjarred,7/12/2023,USA2P2331239,734,56.6,"75,152,048","8,540","685,520",62.0,"386,890,237","4,145,747",969,"82,604","1,152,931","31,295,331",2.0,709,,2.0,"1,211",8.0,,,,"1,154,213",,0,3B9CL5t32mM2SDdps2IhYM,,3B9CL5t32mM2SDdps2IhYM,0.589,0.749,8.0,-6.115,0.0,0.066,0.501,2.45e-06,0.343,0.604,151.522,audio_features,3B9CL5t32mM2SDdps2IhYM,spotify:track:3B9CL5t32mM2SDdps2IhYM,https://api.spotify.com/v1/tracks/3B9CL5t32mM2SDdps2IhYM,https://api.spotify.com/v1/audio-analysis/3B9CL5t32mM2SDdps2IhYM,235575.0,3.0
738,HOLA PERDIDA,HOLA PERDIDA,Luck Ra,1/5/2024,CLPP22300118,732,56.6,"110,573,724","10,663","17,155,186",69.0,"143,032,680","568,468",,641,"6,600","980,054,248",11.0,"6,287",,29.0,"508,330",2.0,"17,295",37,,"135,309",,0,,7JKptWv4YXmievid0HajID,7JKptWv4YXmievid0HajID,0.482,0.794,2.0,-5.86,0.0,0.0835,0.187,0.0,0.744,0.565,154.921,audio_features,7JKptWv4YXmievid0HajID,spotify:track:7JKptWv4YXmievid0HajID,https://api.spotify.com/v1/tracks/7JKptWv4YXmievid0HajID,https://api.spotify.com/v1/audio-analysis/7JKptWv4YXmievid0HajID,166537.0,4.0
739,Better,Better,Khalid,9/14/2018,USRC11803179,736,56.5,"1,355,539,058","108,485","20,494,060",72.0,"1,260,752,640","6,104,356","481,790","128,052,245","1,105,088,867","954,537,813",160.0,,193,45.0,"816,136",37.0,"525,201,971","193,586",,"6,630,901",,0,2OpBganfGk2GVdSlRdxzaX,,2OpBganfGk2GVdSlRdxzaX,0.695,0.586,0.0,-10.315,0.0,0.0658,0.102,0.317,0.113,0.112,98.035,audio_features,2OpBganfGk2GVdSlRdxzaX,spotify:track:2OpBganfGk2GVdSlRdxzaX,https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX,https://api.spotify.com/v1/audio-analysis/2OpBganfGk2GVdSlRdxzaX,229320.0,4.0
740,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,5/10/2019,GBAHS1900672,735,56.5,"1,816,356,140","156,748","74,047,669",70.0,"1,095,859,229","11,144,552","209,758","24,824,442","246,666,552","2,108,390,436",46.0,"404,463",224,185.0,"402,505",83.0,,,,,,1,0hVXuCcriWRGvwMV1r5Yn9,,0hVXuCcriWRGvwMV1r5Yn9,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,audio_features,0hVXuCcriWRGvwMV1r5Yn9,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,https://api.spotify.com/v1/tracks/0hVXuCcriWRGvwMV1r5Yn9,https://api.spotify.com/v1/audio-analysis/0hVXuCcriWRGvwMV1r5Yn9,219947.0,4.0
741,Substitution,Substitution,Purple Disco Machine,3/30/2023,DEE862300093,737,56.4,"218,035,732","36,861","48,220,875",72.0,"87,739,719","494,331","47,655","2,485,202","61,830,611","458,712,418",74.0,"247,253",5,84.0,"2,315,638",44.0,"31,259",76,,"3,546,222",,0,2F2p7b5Xq20mRyEeWYaeUF,,2F2p7b5Xq20mRyEeWYaeUF,0.69,0.89,0.0,-4.866,0.0,0.0507,0.00903,1.61e-05,0.188,0.713,124.018,audio_features,2F2p7b5Xq20mRyEeWYaeUF,spotify:track:2F2p7b5Xq20mRyEeWYaeUF,https://api.spotify.com/v1/tracks/2F2p7b5Xq20mRyEeWYaeUF,https://api.spotify.com/v1/audio-analysis/2F2p7b5Xq20mRyEeWYaeUF,181478.0,4.0
742,Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,5/19/2023,QZMZ92361338,739,56.4,"267,867,000","47,406","32,423,214",36.0,"109,440,296","1,722,866","796,000","207,462,897","1,908,916,908",407,6.0,272,1,13.0,"298,723",7.0,,,845,"3,212,495",,1,2JIzOc3HHo4MhiyZzhpBUV,,2JIzOc3HHo4MhiyZzhpBUV,0.721,0.848,9.0,-3.371,1.0,0.0266,0.26,2.11e-06,0.097,0.774,135.048,audio_features,2JIzOc3HHo4MhiyZzhpBUV,spotify:track:2JIzOc3HHo4MhiyZzhpBUV,https://api.spotify.com/v1/tracks/2JIzOc3HHo4MhiyZzhpBUV,https://api.spotify.com/v1/audio-analysis/2JIzOc3HHo4MhiyZzhpBUV,129800.0,4.0
743,MERCHO,MERCHO,LiL CaKe,12/16/2022,ARF102200411,738,56.4,"366,462,735","52,345","27,129,754",67.0,"184,622,271","842,979","1,617,600","191,086,404","2,944,174,250","5,649,989",29.0,"23,573",,31.0,"257,981",27.0,,,,"769,452",,0,1DxEbt6OSbrkRthk6pjZue,,1DxEbt6OSbrkRthk6pjZue,0.838,0.79,6.0,-1.602,0.0,0.108,0.431,3.33e-06,0.184,0.962,92.927,audio_features,1DxEbt6OSbrkRthk6pjZue,spotify:track:1DxEbt6OSbrkRthk6pjZue,https://api.spotify.com/v1/tracks/1DxEbt6OSbrkRthk6pjZue,https://api.spotify.com/v1/audio-analysis/1DxEbt6OSbrkRthk6pjZue,161452.0,4.0
744,Bandook,Bandook,Nirvair Pannu,5/30/2020,FR96X2024977,740,56.4,"40,178,056","5,825","638,204",54.0,"156,528,470","1,410,824","12,558,440","85,606,014","1,349,843,169","62,493",2.0,3,,,,,,,,"95,575",,0,0ay3P82zjXGRurkqKqbHub,,0ay3P82zjXGRurkqKqbHub,0.696,0.709,0.0,-7.641,0.0,0.258,0.033,0.0,0.112,0.622,80.231,audio_features,0ay3P82zjXGRurkqKqbHub,spotify:track:0ay3P82zjXGRurkqKqbHub,https://api.spotify.com/v1/tracks/0ay3P82zjXGRurkqKqbHub,https://api.spotify.com/v1/audio-analysis/0ay3P82zjXGRurkqKqbHub,172500.0,4.0
745,Silence,Silence,Marshmello,8/11/2017,USRC11701901,741,56.3,"1,592,440,653","188,349","52,573,571",77.0,"783,959,373","6,101,966","1,101,293","107,580,637","807,230,686","243,663,431",142.0,"29,628",218,66.0,"494,840",51.0,"334,480,164","109,497","73,157,570","8,572,710",,0,7vGuf3Y35N4wmASOKLUVVU,,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,audio_features,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,180823.0,4.0
746,Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73.0,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575","166,684,466",80.0,"28,464",170,29.0,"394,359",64.0,"6,768,367","3,258",,"1,358,270",,0,055KW6eDrX3GJtFeCQD8H6,,055KW6eDrX3GJtFeCQD8H6,0.422,0.517,2.0,-13.025,1.0,0.036,0.765,0.433,0.14,0.275,141.191,audio_features,055KW6eDrX3GJtFeCQD8H6,spotify:track:055KW6eDrX3GJtFeCQD8H6,https://api.spotify.com/v1/tracks/055KW6eDrX3GJtFeCQD8H6,https://api.spotify.com/v1/audio-analysis/055KW6eDrX3GJtFeCQD8H6,671013.0,4.0
747,Trap Queen,Trap Queen,Fetty Wap,12/15/2014,QM7XC1400004,744,56.2,"1,182,373,720","201,337","36,698,633",70.0,"1,260,463,421","8,611,729","319,849","50,946,038","414,475,658","370,912,165",178.0,"34,082",208,46.0,"267,686",29.0,,,"205,958,155","9,253,461",,1,2d8JP84HNLKhmd6IYOoupQ,,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7.0,-3.803,1.0,0.128,0.0244,0.0,0.354,0.817,148.075,audio_features,2d8JP84HNLKhmd6IYOoupQ,spotify:track:2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ,222093.0,4.0
748,Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,USSM11703595,743,56.2,"1,532,653,504","191,817","85,380,382",76.0,"1,799,935,129","15,452,150","241,402","80,177,249","500,970,525","1,650,960,443",147.0,"42,284",38,95.0,"2,122,787",67.0,"68,085,051","78,588","1,343,224","18,327,076",,0,5Ohxk2dO5COHF1krpoPigN,,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707.0,4.0
749,METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,QZS642102633,746,56.2,"624,007,138","88,566","48,503,856",76.0,"300,340,121","3,913,127","386,544","202,072,663","2,052,187,356","129,187,266",17.0,288,,4.0,"105,339",9.0,"2,406,709","5,823","34,791,272","2,577,920",,1,2ksyzVfU0WJoBpu8otr4pz,,2ksyzVfU0WJoBpu8otr4pz,0.593,0.641,7.0,-12.727,0.0,0.0992,0.426,0.901,0.122,0.147,175.014,audio_features,2ksyzVfU0WJoBpu8otr4pz,spotify:track:2ksyzVfU0WJoBpu8otr4pz,https://api.spotify.com/v1/tracks/2ksyzVfU0WJoBpu8otr4pz,https://api.spotify.com/v1/audio-analysis/2ksyzVfU0WJoBpu8otr4pz,142839.0,4.0
750,Botella Tras Botella,Botella Tras Botella,Gera MX,4/23/2021,MXUM62100001,747,56.2,"647,496,971","72,494","22,027,404",71.0,"895,962,908","7,617,641","354,200","41,756,321","396,552,302","20,964,348",63.0,"17,408",144,26.0,"1,707,077",63.0,"83,951,107","44,360",,"2,239,738",,0,2MnLkFqY9Rpg9s3Zv6ZJdK,,2MnLkFqY9Rpg9s3Zv6ZJdK,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,audio_features,2MnLkFqY9Rpg9s3Zv6ZJdK,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/tracks/2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/audio-analysis/2MnLkFqY9Rpg9s3Zv6ZJdK,197333.0,4.0
751,"Me, Myself & I","Me, Myself & I",G-Eazy,10/14/2015,USRC11502210,745,56.2,"1,280,838,046","174,312","39,798,446",73.0,"807,688,972","6,060,762","8,981,813","72,353,082","439,764,052","402,411,855",106.0,"3,613",,49.0,"200,919",6.0,"610,892,547","348,211",,"10,221,814",,1,40YcuQysJ0KlGQTeGUosTC,,40YcuQysJ0KlGQTeGUosTC,0.756,0.674,0.0,-6.518,0.0,0.0959,0.0184,0.0,0.158,0.389,111.995,audio_features,40YcuQysJ0KlGQTeGUosTC,spotify:track:40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC,251467.0,4.0
752,"Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")",Lauv,6/2/2023,USWD12326770,749,56.1,"117,717,973","20,157","12,372,416",68.0,"198,045,947","1,142,920","1,101,758","32,704,079","409,104,776","45,005,060",56.0,"3,019",,2.0,"19,049",15.0,"1,551,964","6,140","358,836","1,696,007",,0,50wVoneh5vKVZOhyRpooNd,,50wVoneh5vKVZOhyRpooNd,0.34,0.0864,9.0,-19.845,1.0,0.0484,0.987,0.949,0.106,0.168,168.046,audio_features,50wVoneh5vKVZOhyRpooNd,spotify:track:50wVoneh5vKVZOhyRpooNd,https://api.spotify.com/v1/tracks/50wVoneh5vKVZOhyRpooNd,https://api.spotify.com/v1/audio-analysis/50wVoneh5vKVZOhyRpooNd,207408.0,4.0
753,Lut Gaye,Lut Gaye,Jubin Nautiyal,2/17/2021,INS182100281,751,56.1,"171,856,399","16,697","3,873,550",56.0,"1,524,735,898","11,671,430","2,736","167,529","2,560,589","232,645,756",7.0,,,,,6.0,,,,"826,805",,0,5Tx42pqiBGksLIZtJjJjuH,,5Tx42pqiBGksLIZtJjJjuH,0.638,0.785,10.0,-2.612,1.0,0.044,0.185,0.0,0.245,0.515,91.101,audio_features,5Tx42pqiBGksLIZtJjJjuH,spotify:track:5Tx42pqiBGksLIZtJjJjuH,https://api.spotify.com/v1/tracks/5Tx42pqiBGksLIZtJjJjuH,https://api.spotify.com/v1/audio-analysis/5Tx42pqiBGksLIZtJjJjuH,228031.0,4.0
754,Piel,Piel,Tiago PZK,2/1/2024,USWL12400226,748,56.1,"128,833,634","6,815","48,721,232",79.0,"114,263,622","572,164",,"2,444,806","31,395,017","886,851,471",10.0,"5,365",75,23.0,"3,206,502",19.0,"100,637",199,,"307,811",,1,6kPCcIAGoTeRrh8qrmKa90,,6kPCcIAGoTeRrh8qrmKa90,0.646,0.907,0.0,-1.617,1.0,0.0593,0.422,0.0,0.14,0.816,168.004,audio_features,6kPCcIAGoTeRrh8qrmKa90,spotify:track:6kPCcIAGoTeRrh8qrmKa90,https://api.spotify.com/v1/tracks/6kPCcIAGoTeRrh8qrmKa90,https://api.spotify.com/v1/audio-analysis/6kPCcIAGoTeRrh8qrmKa90,141079.0,4.0
755,Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56.1,"346,971,014","37,940","6,753,521",65.0,"928,440,031","9,495,255",627,"225,218","2,638,039","236,473,638",17.0,"3,701",,1.0,"1,097",7.0,,,,"673,415",,0,7lvDsmTRXFE3dK4OjvRiWB,,7lvDsmTRXFE3dK4OjvRiWB,0.714,0.596,11.0,-6.206,0.0,0.043,0.0657,0.0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147.0,4.0
