,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,title_artist_id,isrc_track_id,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
36,A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,4/12/2024,USUYG1541249,37,226.4,"311,928,522","25,766","180,237,463",96.0,"62,694,868","837,616",,"27,811,667","378,313,942","243,895,569",149.0,,141,58.0,"26,516,005",146.0,"21,453,034","30,180","4,482,348","1,707,213",,1,2FQrifJ1N335Ljm3TjTVVf,,2FQrifJ1N335Ljm3TjTVVf,0.722,0.709,9.0,-4.95,1.0,0.0273,0.0633,0.0,0.0804,0.604,81.012,audio_features,2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,171292.0,4.0
37,Lose Control,Lose Control,Teddy Swims,6/23/2023,USWB12302315,38,224.1,"775,135,157","88,239","180,617,454",87.0,"139,180,960","1,504,385","396,560","49,060,857","597,513,595","4,016,801,205",215.0,"605,841",162,133.0,"42,675,181",120.0,"253,538,985","72,429","5,409,388","10,517,831",,0,17phhZDn6oGtzMe56NuWvj,,17phhZDn6oGtzMe56NuWvj,0.561,0.604,9.0,-4.409,1.0,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689.0,3.0
38,fukumean,fukumean,Gunna,6/15/2023,USAT22306575,39,221.1,"759,998,727","188,142","80,392,612",80.0,"94,699,547","1,222,012","1,237,229","311,252,391","3,281,790,327","140,623,676",123.0,"265,291","4,003",40.0,"2,225,409",88.0,"64,456,799","20,518","33,130,829","3,945,184",,1,4rXLjWdF2ZZpXCVTfWcshS,,4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1.0,-6.747,0.0,0.0903,0.119,0.0,0.285,0.22,130.001,audio_features,4rXLjWdF2ZZpXCVTfWcshS,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,125040.0,4.0
39,Dance Monkey,Dance Monkey,Tones And I,5/10/2019,QZES71982312,40,214.5,"3,071,214,106","375,201","64,901,153",71.0,"3,366,447,481","27,240,268","10,342,366","393,814,740","5,861,939,942","2,428,166,573",549.0,"573,733",169,584.0,"5,749,770",121.0,"373,294,159","844,198","37,430,204","44,842,636",,0,2XU0oxnq2qxCpomAAuJY8K,,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,audio_features,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/tracks/2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/audio-analysis/2XU0oxnq2qxCpomAAuJY8K,209438.0,4.0
40,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401994,41,212.8,"214,237,645","10,871","202,626,837",92.0,"11,033,725","251,373","251,200","71,078,500","443,104,700","148,058,631",247.0,"3,400",8,67.0,"11,523,335",125.0,"840,442","2,592","1,369,981","285,858",,0,6dOtVTDdiauQNBQEDOtlAB,,6dOtVTDdiauQNBQEDOtlAB,0.747,0.507,2.0,-10.171,1.0,0.0358,0.2,0.0608,0.117,0.438,104.978,audio_features,6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,210373.0,4.0
41,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,4/8/2023,KRA252300672,42,211.2,"170,970,614","27,827","5,784,546",41.0,"22,280,037","334,523","14,348,249","948,225,544","12,196,985,599",,2.0,672,,4.0,"35,737",9.0,"270,610","3,170",,,,1,,76V1WuoxMcMG52jc8ifZVX,76V1WuoxMcMG52jc8ifZVX,0.753,0.773,11.0,-5.603,0.0,0.0448,0.36,2.1e-06,0.271,0.804,144.093,audio_features,76V1WuoxMcMG52jc8ifZVX,spotify:track:76V1WuoxMcMG52jc8ifZVX,https://api.spotify.com/v1/tracks/76V1WuoxMcMG52jc8ifZVX,https://api.spotify.com/v1/audio-analysis/76V1WuoxMcMG52jc8ifZVX,145898.0,4.0
42,I'm Good (Blue),I'm Good (Blue),David Guetta,8/26/2022,UKWLG2200055,43,209.6,"1,658,229,422","262,248","239,957,538",83.0,"466,080,689","4,324,989","728,093","54,258,768","1,051,836,430","1,425,853,925",285.0,"935,190","2,487",207.0,"6,479,623",168.0,"139,926,990","31,235","8,007,236","10,973,120",,1,4uUG5RXrOk84mYEfFvj3cK,,4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238.0,4.0
43,Daylight,Daylight,David Kushner,4/14/2023,QZXDB2300005,44,207.0,"1,126,820,069","177,800","85,255,689",82.0,"274,070,101","3,701,289","2,557,115","285,329,503","2,578,518,632","1,205,538,057",163.0,"259,255",96,77.0,"3,413,707",80.0,"28,924,685","14,634","9,505,098","8,681,350",,0,1odExI7RdWc4BT515LTAwj,,1odExI7RdWc4BT515LTAwj,0.508,0.43,2.0,-9.475,0.0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954.0,4.0
44,My Love Mine All Mine,The Land Is Inhospitable and So Are We,Mitski,9/15/2023,USJ5G2335007,45,206.2,"997,702,304","105,927","92,834,002",86.0,"48,093,111","959,175","3,648,759","857,220,853","5,469,808,282","298,259,422",91.0,"36,285","2,676",63.0,"10,874,749",110.0,"6,151,267","9,160","7,980,051","2,682,219",,0,3vkCueOmm7xQDoJ17W1Pm3,,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,9.0,-14.958,1.0,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,3vkCueOmm7xQDoJ17W1Pm3,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773.0,4.0
45,Please Please Please,Please Please Please,Sabrina Carpenter,6/6/2024,USUM72404101,46,205.7,"59,314,441","2,572","183,043,096",83.0,"22,374,807","1,026,097",,"188,200","1,200,000","110,446,147",199.0,"2,359",2,73.0,"13,686,074",98.0,"360,163",758,"9,883","47,115",,1,2tHwzyyOLoWSFqYNjeVMzj,,2tHwzyyOLoWSFqYNjeVMzj,0.675,0.586,9.0,-6.086,1.0,0.0531,0.257,0.0,0.104,0.621,107.015,audio_features,2tHwzyyOLoWSFqYNjeVMzj,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj,https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj,186365.0,4.0
46,Houdini,Houdini - Single,Dua Lipa,11/9/2023,GBAHT2301246,47,205.1,"493,627,071","45,300","87,874,006",80.0,"150,571,504","1,575,378","93,500","35,970,610","386,610,043","3,129,834,452",174.0,"564,640",405,146.0,"28,246,184",127.0,"25,843,941","3,694","1,991,527","2,389,957",,0,6D8y7Bck8h11byRY88Pt2z,,6D8y7Bck8h11byRY88Pt2z,0.744,0.789,9.0,-4.876,0.0,0.059,0.0036,0.00144,0.0947,0.866,116.985,audio_features,6D8y7Bck8h11byRY88Pt2z,spotify:track:6D8y7Bck8h11byRY88Pt2z,https://api.spotify.com/v1/tracks/6D8y7Bck8h11byRY88Pt2z,https://api.spotify.com/v1/audio-analysis/6D8y7Bck8h11byRY88Pt2z,185918.0,4.0
47,Danza Kuduro - Cover,GEKIATU BEST AGE SONG - CLUB SONG,MUSIC LAB JPN,5/2/2024,TCJPA2415647,48,204.4,"1,655,575,417",9,85,,,,,,,,,,,,,,,,,,,1,7B37eXepS3J9F86nFaVTtQ,,7B37eXepS3J9F86nFaVTtQ,0.739,0.937,0.0,-4.271,1.0,0.128,0.0768,0.0,0.191,0.91,130.025,audio_features,7B37eXepS3J9F86nFaVTtQ,spotify:track:7B37eXepS3J9F86nFaVTtQ,https://api.spotify.com/v1/tracks/7B37eXepS3J9F86nFaVTtQ,https://api.spotify.com/v1/audio-analysis/7B37eXepS3J9F86nFaVTtQ,198000.0,4.0
48,If We Ever Broke Up,If We Ever Broke Up,Mae Stephens,2/10/2023,GBUM72300969,49,203.6,"304,929,492","43,923","46,133,083",69.0,"61,986,821","921,044","13,872,768","390,207,653","5,684,815,935","19,218,089",78.0,"92,638",822,41.0,"3,467,570",36.0,"7,444,354","7,188",,"2,227,494",,1,6maTPqynTmrkWIralgGaoP,,6maTPqynTmrkWIralgGaoP,0.898,0.734,7.0,-4.028,1.0,0.0427,0.587,5.18e-06,0.0912,0.94,115.948,audio_features,6maTPqynTmrkWIralgGaoP,spotify:track:6maTPqynTmrkWIralgGaoP,https://api.spotify.com/v1/tracks/6maTPqynTmrkWIralgGaoP,https://api.spotify.com/v1/audio-analysis/6maTPqynTmrkWIralgGaoP,142759.0,4.0
49,Despacito,Despacito (Featuring Daddy Yankee),Luis Fonsi,1/13/2017,USUM71607007,50,203.5,"1,747,093,405","178,114","49,464,650",74.0,"9,537,135,721","61,799,279","799,338","78,304,409","1,143,297,071","569,548,901",179.0,"121,234",116,145.0,"1,977,014",118.0,"266,603,596","2,359,900",,"19,622,551",,0,6habFhsOp2NvshLv26DqMb,,6habFhsOp2NvshLv26DqMb,0.655,0.797,2.0,-4.787,1.0,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360.0,4.0
50,euphoria,euphoria,Kendrick Lamar,4/30/2024,USUG12402839,51,202.1,"168,434,320","17,168","62,516,401",86.0,"53,604,746","1,846,535",,,,"174,375,427",65.0,"6,408",77,20.0,"428,378",31.0,"3,156,727","4,843","4,304,870","654,482",,1,77DRzu7ERs0TX3roZcre7Q,,77DRzu7ERs0TX3roZcre7Q,0.831,0.643,1.0,-5.002,1.0,0.11,0.046,0.0,0.084,0.142,139.948,audio_features,77DRzu7ERs0TX3roZcre7Q,spotify:track:77DRzu7ERs0TX3roZcre7Q,https://api.spotify.com/v1/tracks/77DRzu7ERs0TX3roZcre7Q,https://api.spotify.com/v1/audio-analysis/77DRzu7ERs0TX3roZcre7Q,383639.0,4.0
51,Panda Basi,Panda Basi - EP,Mvua,2/10/2023,GX3Q92333626,52,200.3,"104,271",249,"8,585",25.0,"2,457,026,781",,190,"36,666","393,580",,,12,,,,,,,,"1,881",,0,4vI1Z6EL8bqA7YE1fKzRyp,,4vI1Z6EL8bqA7YE1fKzRyp,0.491,0.775,5.0,-6.023,0.0,0.392,0.269,0.0,0.116,0.23,193.451,audio_features,4vI1Z6EL8bqA7YE1fKzRyp,spotify:track:4vI1Z6EL8bqA7YE1fKzRyp,https://api.spotify.com/v1/tracks/4vI1Z6EL8bqA7YE1fKzRyp,https://api.spotify.com/v1/audio-analysis/4vI1Z6EL8bqA7YE1fKzRyp,167129.0,4.0
52,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,8/25/2022,NGA3B2214021,53,198.0,"1,391,688,322","163,876","130,963,116",77.0,"902,742,581","8,099,187",599,"48,035","2,857,920","750,030,685",316.0,"1,107,265",,112.0,"11,937,930",146.0,"52,073,859","41,487","5,820,026","3,521,951",,0,,0WtM2NBVQNNJLh6scP13H8,0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318.0,4.0
53,Shape of You,Shape of You,Ed Sheeran,1/6/2017,GBAHS1600463,54,195.1,"3,909,458,734","316,378","148,037,882",80.0,"8,013,997,219","45,770,887","2,270,315","194,420,058","2,320,856,331","2,294,804,623",465.0,"402,829",282,512.0,"2,710,931",115.0,"733,565,655","651,557","78,149,375","1,146,246",,0,,7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713.0,4.0
54,Mitu,Mitu - Single,Maian,1/19/2023,EEUM72300001,55,194.3,"55,346",42,"16,861",13.0,"2,432,265,978","8,162,101",,,,,,53,,,,,,,,200,,0,1qO4oqUTzmtZd960LCuDUD,,1qO4oqUTzmtZd960LCuDUD,0.582,0.291,3.0,-9.71,1.0,0.233,0.433,0.0,0.264,0.396,100.281,audio_features,1qO4oqUTzmtZd960LCuDUD,spotify:track:1qO4oqUTzmtZd960LCuDUD,https://api.spotify.com/v1/tracks/1qO4oqUTzmtZd960LCuDUD,https://api.spotify.com/v1/audio-analysis/1qO4oqUTzmtZd960LCuDUD,166500.0,4.0
55,Blinding Lights,Blinding Lights,The Weeknd,11/29/2019,USUG11904206,56,194.0,"4,281,468,720","590,392","165,544,011",83.0,"833,807,130","10,093,211","2,882,064","337,322,563","3,501,177,394","2,258,085,924",859.0,"1,695,240","1,116",564.0,"11,701,129",184.0,"489,299,762","319,634","28,659,471","28,994,660",,0,,0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,0.513,0.73,1.0,-5.94,1.0,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0
56,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208791,57,192.3,"1,337,619,917","228,295","64,806,723",80.0,"193,982,443","2,023,998","423,714","148,085,419","1,268,862,678","444,033,037",152.0,"952,186",34,58.0,"2,134,791",66.0,"77,382,416","28,694",,"6,205,060",,1,2dHHgzDwk4BJdRwy9uXhTO,,2dHHgzDwk4BJdRwy9uXhTO,0.716,0.613,1.0,-6.018,0.0,0.0522,0.391,0.0,0.0813,0.157,97.914,audio_features,2dHHgzDwk4BJdRwy9uXhTO,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520.0,4.0
57,Dona Felicidade,Dona Felicidade,Patati Patatï¿,6/4/2024,QZNJW2423715,58,190.0,,2,"41,206",,"52,480,069","82,092",,,,,,,,1.0,"1,657",,,,,,,0,5uPhW0U72IFs0UQO6gCpd1,,5uPhW0U72IFs0UQO6gCpd1,0.667,0.951,9.0,-5.898,1.0,0.034,0.303,0.0,0.0827,0.952,133.005,audio_features,5uPhW0U72IFs0UQO6gCpd1,spotify:track:5uPhW0U72IFs0UQO6gCpd1,https://api.spotify.com/v1/tracks/5uPhW0U72IFs0UQO6gCpd1,https://api.spotify.com/v1/audio-analysis/5uPhW0U72IFs0UQO6gCpd1,221748.0,4.0
58,Danza Kuduro - Cover,YOUGAKU MORIMORI CLUB MEDLEY,MUSIC LAB JPN,4/29/2024,TCJPA2420090,59,190.0,"1,655,575,417",1,3,,,,,,,,,,,,,,,,,,,1,7B37eXepS3J9F86nFaVTtQ,,7B37eXepS3J9F86nFaVTtQ,0.739,0.937,0.0,-4.271,1.0,0.128,0.0768,0.0,0.191,0.91,130.025,audio_features,7B37eXepS3J9F86nFaVTtQ,spotify:track:7B37eXepS3J9F86nFaVTtQ,https://api.spotify.com/v1/tracks/7B37eXepS3J9F86nFaVTtQ,https://api.spotify.com/v1/audio-analysis/7B37eXepS3J9F86nFaVTtQ,198000.0,4.0
59,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,9/22/2022,GBUM72205415,60,189.1,"1,556,275,789","210,583","95,974,138",74.0,"254,051,906","3,364,206","2,379,787","683,088,623","7,945,975,878","1,524,133,775",203.0,"718,849",117,63.0,"1,616,564",167.0,"111,398,743","71,335","10,424,892","10,192,485",,0,3nqQXoyQOWXiESFLlDF1hG,,3nqQXoyQOWXiESFLlDF1hG,0.719,0.454,2.0,-7.384,1.0,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,audio_features,3nqQXoyQOWXiESFLlDF1hG,spotify:track:3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG,156943.0,4.0
60,Stereo Love - Melodic,Stereo Love Deluxe (feat. Vika Jigulina),Edward Maya,6/5/2024,ROCMA2413380,61,187.9,,2,135,9.0,,,,,,,,,,,,,"420,235,997","885,123",,,,0,5pKzLHjjG9QzG1Zh1xVjMA,,5pKzLHjjG9QzG1Zh1xVjMA,0.681,0.758,7.0,-5.574,0.0,0.0382,0.000389,0.262,0.116,0.554,126.997,audio_features,5pKzLHjjG9QzG1Zh1xVjMA,spotify:track:5pKzLHjjG9QzG1Zh1xVjMA,https://api.spotify.com/v1/tracks/5pKzLHjjG9QzG1Zh1xVjMA,https://api.spotify.com/v1/audio-analysis/5pKzLHjjG9QzG1Zh1xVjMA,277795.0,4.0
61,Very Cute Melody by Marimba Tone (39813),Very Cute Melody by Marimba Tone (39813),mitsu sound,12/31/2023,RUA1H2406425,62,186.5,"1,384",2,801,,"222,076","5,430","5,013,500","605,320,683","8,811,416,708",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
62,Supernova,Supernova,aespa,5/13/2024,KRA302400090,63,186.1,"69,729,033","2,483","21,046,278",81.0,"111,310,770","1,724,693","56,600","61,038,623","393,973,528","32,059,104",40.0,709,13,7.0,"544,322",14.0,"45,515",100,"255,951","63,283",,0,5lKnZbdGCBViitE1Ce5TZh,,5lKnZbdGCBViitE1Ce5TZh,0.744,0.747,11.0,-4.281,0.0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077,audio_features,5lKnZbdGCBViitE1Ce5TZh,spotify:track:5lKnZbdGCBViitE1Ce5TZh,https://api.spotify.com/v1/tracks/5lKnZbdGCBViitE1Ce5TZh,https://api.spotify.com/v1/audio-analysis/5lKnZbdGCBViitE1Ce5TZh,178880.0,4.0
63,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214877,64,184.8,"1,811,990,630","173,358","67,603,671",79.0,"1,516,863,120","8,870,768","4,506,600","549,886,060","6,470,937,272","934,894,575",124.0,"77,120",327,44.0,"14,871,714",63.0,"111,324,744","39,123",,"3,393,920",,1,,6Sq7ltF9Qa7SNFBsV5Cogx,6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567.0,4.0
64,Back That Azz Up (feat. Lil Wayne & Mannie Fresh),400 Degreez (Deluxe Edition),JUVENILE,3/29/2024,USCM52400059,65,181.4,"199,929,812",4,98,,,,,,,,1.0,,,,,,"390,345,308","399,793",,,,1,7vTdF9SYlsYI5kd5JsGyGx,,7vTdF9SYlsYI5kd5JsGyGx,0.865,0.816,7.0,-4.431,1.0,0.126,0.0344,0.0,0.0942,0.56,95.836,audio_features,7vTdF9SYlsYI5kd5JsGyGx,spotify:track:7vTdF9SYlsYI5kd5JsGyGx,https://api.spotify.com/v1/tracks/7vTdF9SYlsYI5kd5JsGyGx,https://api.spotify.com/v1/audio-analysis/7vTdF9SYlsYI5kd5JsGyGx,264514.0,4.0
65,Calm Down,Calm Down,Rema,2/10/2022,NGA3B2214004,66,180.1,"584,427,088","182,994","19,203,258",68.0,"1,141,904,909","8,766,235","6,129,450","856,216,952","18,216,656,774","2,952,879,912",138.0,"191,634",759,53.0,"3,481,756",45.0,"98,290,873","46,039","14,668,216","22,563,407",,0,0WtM2NBVQNNJLh6scP13H8,,0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318.0,4.0
66,CARNIVAL,CARNIVAL,ýý$,2/8/2024,QZ7XS2400012,67,179.6,"466,887,055","53,842","103,935,623",84.0,"27,688,666","449,112",,,,"33,817,299",42.0,"53,333",,11.0,"199,915",29.0,"1,359,484","11,303","11,703,609","1,982,000",,1,3nTpiixMlc9ebdt646nQyt,,3nTpiixMlc9ebdt646nQyt,0.801,0.793,10.0,-11.506,0.0,0.0733,0.00224,0.926,0.0614,0.449,127.994,audio_features,3nTpiixMlc9ebdt646nQyt,spotify:track:3nTpiixMlc9ebdt646nQyt,https://api.spotify.com/v1/tracks/3nTpiixMlc9ebdt646nQyt,https://api.spotify.com/v1/audio-analysis/3nTpiixMlc9ebdt646nQyt,256875.0,4.0
67,Kill Bill,SOS,SZA,12/8/2022,USRC12204584,68,177.7,"1,873,746,537","190,202","99,546,318",82.0,"220,538,045","3,153,793","266,430","152,410,048","1,284,413,960","426,461,749",214.0,"655,242","5,448",73.0,"1,304,067",122.0,"57,350,590","61,270","16,992,932","4,873,832",,0,,1Qrg8KqiBpW07V7PNxwwwL,1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947.0,4.0
68,"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,7/13/2023,USUM72307484,69,177.6,"891,720,245","114,560","97,542,546",82.0,"144,741,616","2,761,964","1,443,103","498,822,693","3,998,086,216","1,384,310,160",168.0,"275,119",68,108.0,"10,920,686",111.0,"39,374,594","19,921","5,418,596","4,476,509",,0,6wf7Yu7cxBSPrRlWeSeK0Q,,6wf7Yu7cxBSPrRlWeSeK0Q,0.391,0.084,0.0,-17.843,1.0,0.0317,0.953,0.0,0.0983,0.111,79.449,audio_features,6wf7Yu7cxBSPrRlWeSeK0Q,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370.0,4.0
69,Babba,Black Book ID's: Chapter 5 - EP,Guy Mac,3/3/2023,QZA742305720,70,176.2,"46,567",252,"21,930",6.0,"2,038,459,981","6,076,902",,,,,2.0,29,,,,,"1,456",,,903,,0,1NdRZDKggQUGLVayEx0rBs,,1NdRZDKggQUGLVayEx0rBs,0.798,0.968,9.0,-6.889,1.0,0.0747,0.00452,0.908,0.0742,0.963,126.998,audio_features,1NdRZDKggQUGLVayEx0rBs,spotify:track:1NdRZDKggQUGLVayEx0rBs,https://api.spotify.com/v1/tracks/1NdRZDKggQUGLVayEx0rBs,https://api.spotify.com/v1/audio-analysis/1NdRZDKggQUGLVayEx0rBs,228724.0,4.0
70,Heat Waves,Heat Waves,Glass Animals,6/29/2020,GBUM72000433,71,175.0,"2,996,181,078","486,278","112,416,489",82.0,"1,272,898,075","14,947,520","1,416,295","513,334,446","5,518,429,969","4,899,313,022",459.0,"1,414,326","1,434",170.0,"11,862,378",95.0,"122,247,640","160,431",,"17,848,778",,0,3USxtqRwSYz57Ewm6wWRMp,,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0
71,In the End,Papercuts,Linkin Park,4/12/2024,USWB11201322,72,174.8,"2,045,512,421",97,"488,602",,,,,,,,,,,,,2.0,,,,,,0,60a0Rd6pjrkxjPbaKzXjfq,,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880.0,4.0
